"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 8","css-1jxf684 9","css-1jxf684 11","css-1jxf684 12","css-1jxf684 13","css-1jxf684 19","css-146c3p1 4","css-1jxf684 href 3","css-1jxf684 25","css-1jxf684 26","css-1jxf684 href 4","css-1jxf684 27"
"https://x.com/BBaillie17","https://pbs.twimg.com/profile_images/791088287050043393/lKOciuIF_bigger.jpg","David Baillie","@BBaillie17","·","Jul 12","Jobs report just said it was the lowest. Lower than the","Canadian","Average. Also created 30,000 full time jobs in June. Calgary and Edmonton have higher","","","20","unemployment","rates because they are seeing the highest in country immigration from other provinces.","","Replying to","https://x.com/The_Corruppets","@The_Corruppets","and","https://x.com/ABDanielleSmith","@ABDanielleSmith"
"https://x.com/PxPrimate","https://pbs.twimg.com/profile_images/1807055035345367040/TwlOIfYb_bigger.jpg","Il Primate","@PxPrimate","·","Jul 12","Turning to tye Eau out of desperation, not choice.

Energy still in the ground, population taxxed to the hill.","Unemployment","at 7%.

Temporary migrants flowing (well beyond housing/employment availabilities),","","","52","Canadian","-held jobs nuking

She's a fraud.","","Replying to","https://x.com/RebelNewsOnline","@RebelNewsOnline","","",""
"https://x.com/GayleWyndham","https://pbs.twimg.com/profile_images/1361608478851219457/iyDUQYtM_bigger.jpg","Gayle","@GayleWyndham","·","Jul 12","Excuse me but what if the US doesn’t buy those","Canadian","products or they find alternative markets? Then who pays? The","1","1","111","Canadian","economy. 

Windsor is already +10%","","Replying to","https://x.com/Dean_Winnipeg","@Dean_Winnipeg","","",""
"https://x.com/nrthnflowers","https://pbs.twimg.com/profile_images/1900764461289664517/j76DJUKg_bigger.jpg","Canada4Ever","@nrthnflowers","·","Jul 12","The economic outlook for Canada , even with tariffs are companies hired more in June than in the past year,","unemployment","went down. Listen to","1","","57","Canadian","news, especially the Bloomberg economic report .","and 2 others","Replying to","https://x.com/nrthnflowers","@nrthnflowers","","https://x.com/Edski1957","@Edski1957"
"https://x.com/PeterPe71181313","https://pbs.twimg.com/profile_images/1913001911659450368/RMemvUv3_bigger.jpg","Good Dog","@PeterPe71181313","·","Jul 12","Mexico, Canada & the EU's economies can not survive a 30% tariff. Unless they wake up & negotiate with Trump, French wine, German cars, Airbus planes, Mexican commodities &","Canadian","goods will suffer greatly, causing","1","","32","unemployment",", factory shutdowns and hurting them substantially!","","Replying to","https://x.com/FrankLuntz","@FrankLuntz","","",""
"https://x.com/FensomRob","https://pbs.twimg.com/profile_images/1858187096168554497/hTdjpQMq_bigger.jpg","Rob Fensom","@FensomRob","·","Jul 12","There was time when 6.8%","unemployment","was disastrous. Now they seem to think it's good!!!! Meanwhile","1","2","22","Canadian","kids struggle to get a job because the brown guys are taking them all as the companies are being given our tax payer money by government to hire browns only.","","Replying to","https://x.com/BlueCollarKell","@BlueCollarKell","","",""
"https://x.com/Icuinthelight","https://pbs.twimg.com/profile_images/1919893168771706881/CQlw8gDc_bigger.jpg","Light in the darkness","@Icuinthelight","·","Jul 12","","Canadian","rate - 6.9%
US","1","","4","unemployment","rate- 4.1%
Normal transitional","","Replying to","https://x.com/PeterHRatcliffe","@PeterHRatcliffe","","",""
"https://x.com/SuHongFW","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Su","@SuHongFW","·","Jul 12","Let us do the Math","Canadian","","1","","4","unemployment","6.9%. US","","Replying to","https://x.com/PeterHRatcliffe","@PeterHRatcliffe","","",""
"https://x.com/Jwwg294138","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Jwwg","@Jwwg294138","·","Jul 12","","Canadian","averages 10% in it’s cities","1","","9","unemployment","","","Replying to","https://x.com/guyfelicella","@guyfelicella","","",""
"https://x.com/PeterPe71181313","https://pbs.twimg.com/profile_images/1913001911659450368/RMemvUv3_bigger.jpg","Good Dog","@PeterPe71181313","·","Jul 12","Mexico, Canada & the EU's economies can not survive a 30% tariff. Unless they wake up & negotiate with Trump, French wine, German cars, Airbus planes, Mexican commodities &","Canadian","goods will suffer greatly, causing","1","","32","unemployment",", factory shutdowns and hurting them substantially!","","Replying to","https://x.com/FrankLuntz","@FrankLuntz","","",""
"https://x.com/freecanada555","https://pbs.twimg.com/profile_images/1890268792045072389/A6ONLQhr_bigger.jpg","CanadianForFreedom","@freecanada555","·","Jul 11","","Canadian","is 7%, the US","3","","101","unemployment","is 4%.
Last month Canada added pathetic 8,800 jobs.","","Replying to","https://x.com/PeterHRatcliffe","@PeterHRatcliffe","","",""
"https://x.com/jimsallas","https://pbs.twimg.com/profile_images/378800000649138160/92b0751cecef07a97cf368c2c0bcf7c7_bigger.jpeg","Jim Sallas","@jimsallas","·","Jul 11","So why oh Oracle of employment, is the","Canadian","","1","4","42","unemployment","rate 6.9% and the USA is only 4.1 % ?","","Replying to","https://x.com/PeterHRatcliffe","@PeterHRatcliffe","","",""
"https://x.com/JonnyRSmitty","https://pbs.twimg.com/profile_images/1822752052835225600/037_rGOl_bigger.jpg","Jonny R Smitty","@JonnyRSmitty","·","Jul 11","USA","unemployment","4.1%","","","4","Canadian","","","Replying to","https://x.com/PeterHRatcliffe","@PeterHRatcliffe","","",""
"https://x.com/C0rNF13ld","https://pbs.twimg.com/profile_images/1885423639006244864/NK_ouNQd_bigger.jpg","Matt Cornfield","@C0rNF13ld","·","Jul 11","Wasn't talking about","unemployment",", was talking about the public sector jobs they're getting ready to cut.","1","","20","Canadian","government tells employees they may face job cuts | National Post","Canadian government tells employees they may face job cuts as Mark Carney looks to trim spending","Replying to","https://x.com/mincanada","@mincanada","and","https://x.com/ShaziGoalie","@ShaziGoalie"
"https://x.com/DonohueJef13","https://pbs.twimg.com/profile_images/1863057239637893120/j5_ZStJn_bigger.jpg","Jeff Donohue","@DonohueJef13","·","Jul 11","Psst Guy , America is not the problem …Canada had been living fine off American tariffs, …with that changing …you have a host of other issues.
Beyond trade concerns,","Canadian","currency remains under pressure from weak economic growth, high","1","","30","unemployment",", and a widening policy","","Replying to","https://x.com/guyfelicella","@guyfelicella","","",""
"https://x.com/CanadaImmigra20","https://pbs.twimg.com/profile_images/1815757971332169728/lzu2xo7S_bigger.jpg","Immigration News Canada","@CanadaImmigra20","·","Jul 11","New","","Census Metropolitan Areas","1","10","9.9K","unemployment","rates for LMIA for work permits came into effect on July 11, with 20 major cities now ineligible","New Canada Work Permit Unemployment Rates Effective July 11","","","","","",""
"https://x.com/MickJames2107","https://pbs.twimg.com/profile_images/1901282037069467648/NtW-seuM_bigger.jpg","Mick","@MickJames2107","·","Jul 11","We kept 83,000 Indians and gave them all jobs at Tim Hortons. The","unemployment","rate among","","","14","Canadian","born students is like 15%.","","Replying to","https://x.com/LauraBabcock","@LauraBabcock","and","https://x.com/MarkJCarney","@MarkJCarney"
"https://x.com/JeanPascalMorin","https://pbs.twimg.com/profile_images/1937309052364591104/PdySWNMT_bigger.jpg","Mao Tse Trump","@JeanPascalMorin","·","Jul 11","Today's numbers:","Canadian","GDP +2.1, inflation 1.7%,","4","","525","unemployment","down to 6.9. No significative changes in exports. US are mostly taking the blunt of the cost for a few months, expecting TACO of course. But they will eventually have to increase the prices by 25-25%","","Replying to","https://x.com/gtconway3d","@gtconway3d","","",""
"https://x.com/it_matrs","https://pbs.twimg.com/profile_images/1865055042459271169/0AexbzjX_bigger.jpg","it_matrs","@it_matrs","·","Jul 11","Part time jobs? How many went to","Canadian","citizens ? What’s your","2","","139","unemployment","rate?","","Replying to","https://x.com/PeterHRatcliffe","@PeterHRatcliffe","","",""
"https://x.com/MusicVersa","https://pbs.twimg.com/profile_images/1565806669334192128/OB8D0juy_bigger.jpg","Versa","@MusicVersa","·","Jul 11","When NAFTA took effect (Jan 1 '94), Canada's","unemployment","rate was 10.7%. By 2000 it had fallen to 5.7% and hasn't approached 10% since.

In the fifteen years following NAFTA's introduction,","1","","21","Canadian","GDP tripled, and average income (adjusted for inflation) grew by 20%.","","Replying to","https://x.com/SteveHajas","@SteveHajas","and","https://x.com/Reil76","@Reil76"
"https://x.com/Dianatruthluv","https://pbs.twimg.com/profile_images/1695835115434147841/Dvb3gtYC_bigger.jpg","Diana","@Dianatruthluv","·","Jul 11","Actually they should put","Canadian","workers to work.   Remember we have a very high","","","9","unemployment","rate.  Canada first!!!","","Replying to","https://x.com/yuenpauwoo","@yuenpauwoo","and","https://x.com/BCFerries","@BCFerries"
"https://x.com/lacroixl","https://pbs.twimg.com/profile_images/1909281284884504576/v9Jg35AA_bigger.jpg","lacli","@lacroixl","·","Jul 11","Totally false that’s why you don’t hear about it on mainstream media.  Next time Google it.
Statistics Canada: The","Canadian","economy added 83,000 jobs in the month of June — the first substantial jump since January — while","1","","28","unemployment","fell slightly by 0.1 percentage points.","","Replying to","https://x.com/ShaziGoalie","@ShaziGoalie","","",""
"https://x.com/averagejsmit2","https://pbs.twimg.com/profile_images/1817393428704931840/v4Eak6Zy_bigger.jpg","joe smith","@averagejsmit2","·","Jul 11","","Canadian","went down","","","23","unemployment","","","Replying to","https://x.com/TheRealKeean","@TheRealKeean","","",""
"https://x.com/PesterCharlie","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Pester Charlie","@PesterCharlie","·","Jul 11","The","Canadian","","1","","17","unemployment","rate is calculated differently in Canada and if calculated by U.S. method it would be over 1.5% less","","Replying to","https://x.com/MyHero2024","@MyHero2024","and","https://x.com/TorontoStar","@TorontoStar"
"https://x.com/denverfrogTCU","https://pbs.twimg.com/profile_images/1128307275263643648/8-Tm3MX4_bigger.jpg","Millions of People","@denverfrogTCU","·","Jul 11","LOL, yeah, that $40M in annual bourbon exports which is less than 1% of the total sales of bourbon annually is going to do many jobs, meanwhile Canada exported $2.3B in","Canadian","whiskey last year. Hmm, how many days of","1","","15","unemployment","does Canada give their laid off workers?","","Replying to","https://x.com/GregoryDuaneBr2","@GregoryDuaneBr2","and","https://x.com/keestone","@keestone"
"https://x.com/Mindpron","https://pbs.twimg.com/profile_images/764462694/2hhg4uv_bigger.jpg","me","@Mindpron","·","Jul 11","","Canadian",": 6.9%
US","1","","17","unemployment",": 4.2%

Do the math","","Replying to","https://x.com/PeterHRatcliffe","@PeterHRatcliffe","","",""
"https://x.com/AdeccoCanada","https://pbs.twimg.com/profile_images/1445147669232504834/VWmmNAWS_bigger.jpg","Adecco Canada","@AdeccoCanada","·","Jul 11","labour market rebounds, with employment up and","Canadian","rate down for the first time since January.","","#LabourForce","28","unemployment","","","","https://x.com/hashtag/Canada?src=hashtag_click","#Canada","#Employment","https://x.com/hashtag/Unemployement?src=hashtag_click","#Unemployement"
"https://x.com/MyDogsBreakfast","https://pbs.twimg.com/profile_images/1854197727795527694/KyPSKB2A_bigger.jpg","My Dogs Breakfast","@MyDogsBreakfast","·","Jul 11","","Canadian","rate unexpectedly drops in June to 6.9% - The Globe and Mail","","","30","unemployment","","Canadian unemployment rate unexpectedly drops in June to 6.9%","","","","","",""
"https://x.com/AhmedEissa9","https://pbs.twimg.com/profile_images/1872890067653414914/NOLGBhMN_bigger.jpg","Ahmed Eissa, Ph.D., FDP","@AhmedEissa9","·","Jul 11","The","Canadian","economy shrugged of tariff uncertainty and added the largest number of jobs in six months, with","","","17","unemployment","rate falling for the first time since January","Canada Unexpectedly Adds 83,100 Jobs, Biggest Gain of 2025","","","","","",""
"https://x.com/bainer_t","https://pbs.twimg.com/profile_images/1624343805716725760/SVuKZPL7_bigger.jpg","TBainer","@bainer_t","·","Jul 11","The USA measures","unemployment","different than Canada... if we used USA standards, the","","","32","Canadian","","","Replying to","https://x.com/Memegeekinc","@Memegeekinc","and","https://x.com/guyfelicella","@guyfelicella"
"https://x.com/TouTzuSays","https://pbs.twimg.com/profile_images/1575648489127944197/pNRzsrHi_bigger.jpg","TôuTzuSays","@TouTzuSays","·","Jul 11","The","Canadian","economy shrugged of tariff uncertainty and added the largest number of jobs in six months, with","","","12","unemployment","rate falling for the first time since January","Canada Unexpectedly Adds 83,100 Jobs, Biggest Gain of 2025","","","","","",""
"https://x.com/Akshobh","https://pbs.twimg.com/profile_images/951467028572852224/rn-3zqjP_bigger.jpg","Akshobh Giridharadas","@Akshobh","·","Jul 11","Woah Canada!

""Trade with the U.S. accounts for about one-fifth of Canada’s economic output. Canada’s economy has hit a tailspin because of trade-policy uncertainty. The","unemployment","rate has climbed to a roughly nine-year high""","","","35","","","Trump Threatens 35% Tariff on Some Canadian Goods","","","","","",""
"https://x.com/rtkwrites","https://pbs.twimg.com/profile_images/1588003725632851971/XpcYUgK-_bigger.jpg","Randy Thanthong-Knight","@rtkwrites","·","Jul 11","The","Canadian","economy shrugged off tariff uncertainty, adding the most jobs in six months with the","1","","56","unemployment","rate falling for the first time since January.","Canada Unexpectedly Adds 83,100 Jobs, Biggest Gain of 2025","","","","","",""
"https://x.com/smith_normand","https://pbs.twimg.com/profile_images/756046039489077249/d8PrA3zH_bigger.jpg","Normand Smith","@smith_normand","·","Jul 11","","Canadian","rate unexpectedly drops in June to 6.9%","","","13","unemployment","","Canadian unemployment rate unexpectedly drops in June to 6.9%","","","","","",""
"https://x.com/JaymeeKitch8","https://pbs.twimg.com/profile_images/1868094268495081472/9sSoJB2c_bigger.jpg","#IStandWithHealthWorkers","@JaymeeKitch8","·","Jul 11","Succeeding in spite of the US! Canada adds surprise 83,000 jobs in June, driving","unemployment","rate down to 6.9% - The","1","","14","Canadian","Press","Surprisingly strong June jobs numbers quash Bank of Canada rate cut odds","","","","","",""
"https://x.com/Quantum49er","https://pbs.twimg.com/profile_images/1916657420618674176/CTqSjQnC_bigger.jpg","Quantum49er","@Quantum49er","·","Jul 11","The","Canadian","Government is proud of 6.9%","","","36","Unemployment","?

I don't think they know the definition of the word.","","Replying to","https://x.com/ryangerritsen","@ryangerritsen","","",""
"https://x.com/RCITagalog","https://pbs.twimg.com/profile_images/1431268951410061319/BByiVRTs_bigger.jpg","Radio Canada International Tagalog","@RCITagalog","·","Jul 11","Canada nagdagdag ng 83,000 trabaho noong Hunyo, bahagyang bumaba ang","unemployment",".","","","9","","","Canada nagdagdag ng 83,000 trabaho noong Hunyo | RCI","","","","","",""
"https://x.com/truthisfreedom9","https://pbs.twimg.com/profile_images/1892663623857618945/lHK6kmHf_bigger.jpg","Tomkat","@truthisfreedom9","·","Jul 11","The","Canadian","ecoomny is shrinking and","1","","10","unemployment","is 6.5%

Carney could make a deal...He is destroying his own economy

so congrats","","Replying to","https://x.com/DuaneStorey","@DuaneStorey","and","https://x.com/CanadaGoose911","@CanadaGoose911"
"https://x.com/WSOnlineNews","https://pbs.twimg.com/profile_images/1840877850116632576/3HwbRiZb_bigger.jpg","Western Standard","@WSOnlineNews","·","Jul 11","Canada's June","unemployment","drops to 6.9%, adds 83,000 jobs","5","1","1K","","","Canada's June unemployment drops to 6.9%, adds 83,000 jobs","","","","","",""
"https://x.com/AlbertaGuy1114","https://pbs.twimg.com/profile_images/1792222735155728384/h6pV5XWa_bigger.jpg","RealAlbertaguy","@AlbertaGuy1114","·","Jul 11","No their not when prices go up 35% Americans are not going to buy anything","Canadian","so we will stop shipping to the US than we have to much and stop making it…no more jobs. 35% more","1","1","8","unemployment","genius","","Replying to","https://x.com/dsjost","@dsjost","and","https://x.com/ryangerritsen","@ryangerritsen"
"https://x.com/arabinvest2","https://pbs.twimg.com/profile_images/1863544279978692608/ITMRV4zF_bigger.jpg","Arabinvest","@arabinvest2","·","Jul 11","انخفاض معدل البطالة في كندا إلى 6.9% في يونيو","","","","","21","","","انخفاض معدل البطالة في كندا إلى 6.9% في يونيو","","","","","",""
"https://x.com/Toronto_nian","https://pbs.twimg.com/profile_images/1862676723940102144/KO1U64Ri_bigger.jpg","Torontonian","@Toronto_nian","·","Jul 11","","Canadian","","","#TOtalk","28","unemployment","","Canada added 83,000 jobs in June, sending unemployment down slightly | CBC News","","https://x.com/hashtag/TObuzz?src=hashtag_click","#TObuzz","#Economy","https://x.com/hashtag/BREAKINGNEWS?src=hashtag_click","#BREAKINGNEWS"
"https://x.com/ABLabourToday","https://pbs.twimg.com/profile_images/1797152609985609728/afGY5fd7_bigger.jpg","Alberta Labour Today","@ABLabourToday","·","Jul 11","The","Canadian","economy added 83,000 jobs in June, while","1","4","147","unemployment","fell by 0.1 percentage points, Statistics Canada said on Friday.

As Alberta still struggles.","Canada added 83,000 jobs in June, sending unemployment down slightly | CBC News","","","","","",""
"https://x.com/businessposthq","https://pbs.twimg.com/profile_images/1564946160976003074/T7p8zEKJ_bigger.jpg","Business Post","@businessposthq","·","Jul 11","","Canadian","decreased in June, still 9% higher year-on-year","","","640","unemployment","","","","","","","",""
"https://x.com/finbulletin","https://pbs.twimg.com/profile_images/1783843150060015616/bpYVHWPU_bigger.jpg","Financial Bulletin","@finbulletin","·","Jul 11","```
Economic Indicators
- German Current Account Balance: 9.587B (Prev: 23.5B)
-","Canadian","Employment Change: 83.1k (Prev: 8.8k)
-","1","","12","Canadian","","","Replying to","https://x.com/finbulletin","@finbulletin","","",""
"https://x.com/Maverich440378","https://pbs.twimg.com/profile_images/1768180587481690112/VOzYA8Qt_bigger.jpg","Maverich","@Maverich440378","·","Jul 11","You truly have no idea the impact of tariffs, do you?","Canadian","","5","7","127","unemployment","is about to skyrocket when industries shut down to move south to avoid tariffs. 

The entire point of a tariff is to encourage people to buy domestic product. 
Canada has nothing the US doesn't other","","Replying to","https://x.com/DebbieRoxboroug","@DebbieRoxboroug","and","https://x.com/Rodmonas","@Rodmonas"
"https://x.com/apathia007","https://pbs.twimg.com/profile_images/1656321076568408070/WiK_Ioka_bigger.jpg","enlightened","@apathia007","·","Jul 11","mostly in part-time work.
The","Canadian","economy is an horrible condition. 
The media is trying to spin this. 
Wake up and pay attention to the numbers. 
7% reported","","","53","unemployment","is closer to 14% real numbers","","Replying to","https://x.com/citynewscalgary","@citynewscalgary","","",""
"https://x.com/TimoVainionpaa","https://pbs.twimg.com/profile_images/1175944370765402112/Nhdu_8dI_bigger.jpg","Timo Vainionpää priv/acc","@TimoVainionpaa","·","Jul 11","The","Canadian","economy shrugged of tariff uncertainty and added the largest number of jobs in six months, with","","","42","unemployment","rate falling for the first time since January","Canada Unexpectedly Adds 83,100 Jobs, Biggest Gain of 2025","","","","","",""
"https://x.com/iNewsroom","https://pbs.twimg.com/profile_images/1945429127194161153/TcriPxOX_bigger.png","iNewsroom","@iNewsroom","·","Jul 11","","CANADIAN","","","","60","UNEMPLOYMENT","RATE ACTUAL 6.9% (FORECAST 7.1%, PREVIOUS 7.0%)","","","","","","",""
"https://x.com/bahabreaking","https://pbs.twimg.com/profile_images/1394932326807781377/CH0JY48U_bigger.jpg","baha","@bahabreaking","·","Jul 11","","Canadian","rate down to 6.9% in June","1","1","116","unemployment","","Canadian unemployment rate down to 6.9% in June","","","","","",""
"https://x.com/likethewolf1","https://pbs.twimg.com/profile_images/1863715822381785088/WuztDACU_bigger.jpg","likethewolf","@likethewolf1","·","Jul 11","thoughts on","Canadian","Job numbers just posted. Absolutely on fire 80,000 for one month just published and","1","","141","unemployment","down.","","Replying to","https://x.com/BobEUnlimited","@BobEUnlimited","@PeterBerezinBCA","",""
"https://x.com/KurtGibbonsX","https://pbs.twimg.com/profile_images/1942602924065976321/TCTyV8Vb_bigger.jpg","Kurt Gibbons","@KurtGibbonsX","·","Jul 11","BREAKING NEWS CANADA","Canadian","","","","46","Unemployment","","","","","","#CANADIANECONOMY","https://x.com/hashtag/bloomberg?src=hashtag_click","#bloomberg"
"https://x.com/MTSInsights","https://pbs.twimg.com/profile_images/1611041383900381199/JWF5RR03_bigger.jpg","MTS Insights","@MTSInsights","·","Jul 11","","Canadian","employment increased 83k (or 0.4% MoM) in June, pushing the employment rate up 0.1 ppts to 60.9%.

The","","","115","unemployment","rate dropped -0.1 ppts to 6.9%, a downside surprise compared to expectations that it would increase to 7.1%","","","","","","",""
"https://x.com/Ironheart_Cap","https://pbs.twimg.com/profile_images/1921298365494525952/TtXbUyaL_bigger.jpg","Ironheart Capital","@Ironheart_Cap","·","Jul 11","","CANADIAN","RATE ACTUAL 6.9% (FORECAST 7.1%, PREVIOUS 7.0%)","","","34","UNEMPLOYMENT","","","","","","","",""
"https://x.com/financialjuice","https://pbs.twimg.com/profile_images/1488180719927103488/86tGu27D_bigger.png","FinancialJuice","@financialjuice","·","Jul 11","","CANADIAN","","1","6","20K","UNEMPLOYMENT","RATE ACTUAL 6.9% (FORECAST 7.1%, PREVIOUS 7.0%)","","","","","","",""
"https://x.com/Xauusdzara","https://pbs.twimg.com/profile_images/1731714782502522880/vzySFzOE_bigger.jpg","Zara","@Xauusdzara","·","Jul 11","Market Moving Headlines:","Canadian","Trump Hits Back:
35% tariff on","","","57","unemployment","imports to start from August 1.","","","","","","",""
"https://x.com/ShelbyW_110","https://pbs.twimg.com/profile_images/1821659629123756032/brVUipa8_bigger.jpg","Shelby Wyatt","@ShelbyW_110","·","Jul 11","Latest Market Highlights !!

President Trump imposes 35% tariffs on","Canadian","imports — effective August 1. Trade tensions heating up!

US Jobless Claims:
Only 227,000 filed for","","","64","unemployment","last week — better than the 235,000 estimate. Labor market still strong!

Gold & Currency","","","","","","",""
"https://x.com/VennGlobal","https://pbs.twimg.com/profile_images/1932992759079563264/Xsl0wieS_bigger.jpg","Venn Global","@VennGlobal","·","Jul 11","Even if","Canadian","","","","3","Unemployment","remains at 7, it is still high","","","","","","",""
"https://x.com/globebusiness","https://pbs.twimg.com/profile_images/879413722632130560/dtEROiCH_bigger.jpg","Report on Business","@globebusiness","·","Jul 11","Economists expect","Canadian","jobs market flatlined,","2","1","846","unemployment","rose slightly in June","","","","","","",""
"https://x.com/EradPartners","https://pbs.twimg.com/profile_images/1813528886430306304/t5DQLBJe_bigger.jpg","Erad Partners","@EradPartners","·","Jul 11","Nigerian Market Update 

Today’s key global events are the","Canadian","","","#Investing","30","Unemployment","Rate for June and the UK GDP Month-over-Month for May.","","","https://x.com/hashtag/EconomicData?src=hashtag_click","#EconomicData","#GDP","https://x.com/hashtag/UK?src=hashtag_click","#UK"
"https://x.com/szrnfx","https://pbs.twimg.com/profile_images/453167564034547713/oJILnK-x_bigger.jpeg","szrnfx","@szrnfx","·","Jul 11","The","Unemployment","Rate in Canada is expected to rise further in June.
Further cooling in the labour market could favour additional rate cuts.
The","","","22","Canadian","Dollar remains sidelined around 1.3600 against the US Dollar.","","","","","","",""
"https://x.com/cjralpha","https://pbs.twimg.com/profile_images/1726886392939110400/aDEGgq-z_bigger.jpg","CJR αlpha","@cjralpha","·","Jul 11","Today’s focus:

• UK May GDP
•","Canadian","June","","","48","unemployment","• ECB speakers: Panetta, Vujcic, Cipollone
Plus: Eyes still on Trump’s expected “major statement” on Russia Monday.

Markets may stay tense into next week.

Follow","","Replying to","https://x.com/cjralpha","@cjralpha","","",""
"https://x.com/BilbiesINGENIO1","https://pbs.twimg.com/profile_images/1922205621509861376/Qb-i-3mM_bigger.jpg","Bilbies INGENIOUS","@BilbiesINGENIO1","·","Jul 11","Trump slaps 35% tariff on","Canadian","imports starting Aug 1.
Canada answers with $1B in border security—but with 9-year high","","","53","unemployment",", will it hold?","","","","","#TradeTensions","https://x.com/hashtag/USCanada?src=hashtag_click","#USCanada"
"https://x.com/ted_pussy","https://pbs.twimg.com/profile_images/1362600107359748096/3VQS-39m_bigger.jpg","Ted Cruz's Pussy -Orlando/Cancun + Texas 4 photos","@ted_pussy","·","Jul 11","The program is full of fraud and is at the expense of","Canadian","youth who are enduring 20%","","","7","unemployment","","","Replying to","https://x.com/Wasted0888","@Wasted0888","and","https://x.com/KirkLubimov","@KirkLubimov"
"https://x.com/bettybloodclot","https://pbs.twimg.com/profile_images/1539026021458100226/4YvX4D6t_bigger.jpg","Debbie Bloodclot.","@bettybloodclot","·","Jul 10","Beth
Youth","unemployment","is 20% 
But there's 3.5 million temporary foreign workers
Shouldnt","1","2","41","Canadian","citizens come first","","Replying to","https://x.com/NSValley","@NSValley","and","https://x.com/unrulymess89","@unrulymess89"
"https://x.com/LeighCl68689106","https://pbs.twimg.com/profile_images/1541455897410449408/TL9qr-g1_bigger.jpg","Leigh Clarke","@LeighCl68689106","·","Jul 10","While","Canadian","’s are receiving","","","1","unemployment","letters. lm really glad all those Liberals voted for 4 more years of this.","Quote","","","https://","","",""
"https://x.com/BilbiesINGENIO1","https://pbs.twimg.com/profile_images/1922205621509861376/Qb-i-3mM_bigger.jpg","Bilbies INGENIOUS","@BilbiesINGENIO1","·","Jul 11","Trump slaps 35% tariff on","Canadian","imports starting Aug 1.
Canada answers with $1B in border security—but with 9-year high","","","53","unemployment",", will it hold?","","","","","#TradeTensions","https://x.com/hashtag/USCanada?src=hashtag_click","#USCanada"
"https://x.com/FP_markets","https://pbs.twimg.com/profile_images/1925885648600252416/qyad8qeB_bigger.png","FP Markets","@FP_markets","·","Jul 10","Today’s macroeconomic drivers include May","Canadian","figures for the UK and","1","","95","","","","","","","#FPMarkets","https://x.com/hashtag/employment?src=hashtag_click","#employment"
"https://x.com/Onedaya24138054","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Onedayatatime","@Onedaya24138054","·","Jul 10","How can you say you are spending less and yet doubling the","Canadian","debt to 90 billion. 
Immigration is receiving a huge portion of our tax money In Subsidies and benefits, up to $80,000 a year each. And inflation, healthcare costs, high rents,","","","1","unemployment",", crime is rising.","","Replying to","https://x.com/MarkJCarney","@MarkJCarney","","",""
"https://x.com/NbB1896176","https://pbs.twimg.com/profile_images/1921323771983470592/EdhuTBZO_bigger.jpg","Nick.B-PPC","@NbB1896176","·","Jul 10","Of course it has nothing to with our Government destroying the value of the","Canadian","Dollar, because of it's overspending!!! Na that can't be it, must be Trump right? Can't be because our","","","16","unemployment","is at record highs & nobody has jobs!!!","","Replying to","https://x.com/CTVNews","@CTVNews","","",""
"https://x.com/ryankalt","https://pbs.twimg.com/profile_images/1344870656912093184/Ulw_sb-w_bigger.jpg","Ryan Kalt","@ryankalt","·","Jul 10","When is the last time that Toronto had a 9%","unemployment","rate *BEFORE* entering a recession?
 
The","1","","34","Canadian","economy has been mismanaged for a decade. 

As the saying goes, the next cuts are unfortunately to the bone.","","Replying to","https://x.com/ronmortgageguy","@ronmortgageguy","","",""
"https://x.com/BilbiesINGENIO1","https://pbs.twimg.com/profile_images/1922205621509861376/Qb-i-3mM_bigger.jpg","Bilbies INGENIOUS","@BilbiesINGENIO1","·","Jul 11","Trump slaps 35% tariff on","Canadian","imports starting Aug 1.
Canada answers with $1B in border security—but with 9-year high","","","53","unemployment",", will it hold?","","","","","#TradeTensions","https://x.com/hashtag/USCanada?src=hashtag_click","#USCanada"
"https://x.com/dannyjacbs","https://pbs.twimg.com/profile_images/1532262733525135368/v2lfvXuM_bigger.jpg","Danny Jacobs","@dannyjacbs","·","Jul 10","If you are *actually* elbows up, you don't just buy","Canadian",", you hire","","","26","Canadian",". In the middle of some of the worst youth","Quote","","","http://","","",""
"https://x.com/TimR40530305","https://pbs.twimg.com/profile_images/1917251871711830016/-5vWKF4W_bigger.jpg","XXXXXXX","@TimR40530305","·","Jul 10","Easy solution. The big 3 hold a press conference to announce they are closing ALL","Canadian","auto plants unless the government reverses this immediately. Faced with a black eye of massive","","","10","unemployment","- Carney will fold....just like he does with Trump.","","Replying to","https://x.com/taxpayerDOTcom","@taxpayerDOTcom","","",""
